recipient,tokenId,amount,date
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,13,0,2024/2/5 18:58:57
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,13,0.42,2024/2/5 19:03:23
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,13,0.24,2024/2/5 19:03:23
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,13,0.12,2024/2/5 19:03:23
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,13,0.12,2024/2/5 19:03:23
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,13,0.06,2024/2/5 19:03:23
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,8,0.04,2024/2/8 0:09:10
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,8,0.04,2024/2/8 0:09:10
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,8,0.04,2024/2/8 0:09:10
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,32,0.84,2024/2/8 15:30:20
0x8C91A0BA9871834D630d062FC73E123Ce65D78Cc,32,0.16,2024/2/8 15:30:20
